"Title","Text"
"Chief economist leaving Bank One","Diane Swonk, for years one of the most visible executives at Bank One, said Thursday she #39;s resigning as its chief economist as of Sept. 30. "
"German investor confidence surges","BERLIN - German investor confidence posted a surprise jump in December as relief over falling oil prices helped to offset concerns about the impact of a surging euro on growth in Europe #39;s biggest economy."
"China Unicom cuts ties with 45 ISPs to curb web porn"," BEIJING, Aug. 18 (Xinhuanet) -- China Unicom announced Wednesday that it has severed ties with 45 Internet service providers (ISP) involved in the use of cell phones in pornographic business in the past month. "
"Kerry leading Bush in key swing states (AFP)","AFP - Although polls show the US presidential race a virtual dead heat, Democrat John Kerry appears to be gaining an edge over George W. Bush among the key states that could decide the outcome."
"Is Mercury the Incredible Shrinking Planet? MESSENGER Spacecraft May Find Out (SPACE.com)","SPACE.com - With a new spacecraft bound for Mercury, that tiny planet nbsp;near the heart of the solar system, researchers are hoping to solve a slew of riddles about the small world."
"Microsoft downplays XP SP2 flaw claims","Microsoft has won the first round against security researchers digging for flaws in its Windows XP Service Pack 2 (SP2), dismissing claims by German consultants to have identified vulnerabilities. "
"Will Russia, the Oil Superpower, Flex Its Muscles?","Russia is again emerging as a superpower - but the reason has less to do with nuclear weapons than with oil."
"Non-OPEC Nations Should Up Output-Purnomo"," JAKARTA (Reuters) - Non-OPEC oil exporters should consider  increasing output to cool record crude prices, OPEC President  Purnomo Yusgiantoro said on Sunday."
"PalmOne Wi-Fi card: a first look","Want to add Wi-Fi connectivity to your PalmOne Tungsten T3 or Zire 72 handheld? Your wait is almost over. "
"wheat (Canadian Press)","Canadian Press - TORONTO (CP) - Field trials of genetically modified wheat are still being conducted in Canada by multinational biotech giant Monsanto despite a pledge earlier this year that the testing would be abandoned, critics said Tuesday."
"PM denies misleading public","PRIME Minister John Howard is insisting he has not deliberately misled the Australian public over the children overboard affair. "
"Quality Gets Swept Away","Quality Distribution is hammered after reporting a large loss for the second quarter."
"Wall St. Bears Claw Back Into the Black"," NEW YORK (Reuters) - Short-sellers, Wall Street's dwindling  band of ultra-cynics, are seeing green again."
"Futures point lower","US stock futures pointed to a weaker start Wednesday as rising oil prices and a major price cut for Google Inc. #39;s highly anticipated initial public offering raised investors #39; eyebrows. "
"Russian Arbitration Court Rejects Yukos Plea","The giant Russian oil firm Yukos has failed to convince a Moscow arbitration court to suspend the sale by bailiffs of its Siberian subsidiary to satisfy a \$3.4 billion tax debt. "
"Roddick escapes, Federer doesn #39;t at Olympics","Andy Roddick and Roger Federer both found themselves mired in three-set struggles Tuesday night at the Olympics. "
"US withholds some Halliburton payments for Iraq services","Halliburton said Tuesday that the US Army had decided not to grant it additional time to substantiate its costs for feeding and housing American troops in Iraq and Kuwait, a decision that could cost the company 15 percent of its payment. "
"US warplanes strike Falluja: Report","FALLUJAH, Iraq (AP)  US forces launched two airstrikes today on the troubled Iraqi city of Falluja, hospital officials and witnesses said. "
"Olympic IT security requires advance planning","If there's one thing the Atos Origin SA team understands as lead contractor for the Olympic IT infrastructure, it's that you must learn from your mistakes."
"Officials say Linux not a price ploy in Microsoft deal","Local government in UK says it didn't use the open-source OS as a bargaining chip; Microsoft was simply best option."
"Cubs Blast Six Homers in Astros Mauling","NEW YORK (Reuters) - Mark Grudzielanek hit two of Chicago #39;s six home runs and Glendon Rusch pitched seven strong innings to lift the Chicago Cubs to a 9-2 pasting of the Astros in Houston on Friday. "
"NL Wrap: Jones Homers Twice as Braves Down Cards"," NEW YORK (Reuters) - Chipper Jones cracked two homers and  Julio Franco's two-run double in the seventh inning drove in  the winning runs as the streaking Atlanta Braves downed the St.  Louis Cardinals 9-7 in the National League Saturday."
"Stocks in Motion: Motorola","Shares of Motorola (MOT:NYSE - news - research) rose Tuesday after Geoffrey Frost, senior vice president of Motorola #39;s mobile phone division, told Reuters that the company feels  quot;very good quot; about sales growth during the second half of the year. "
"Mets lose Trach in field","SAN FRANCISCO - Steve Trachsel lasted only four innings and the Mets committed three errors in a 7-3 loss to the Giants last night at SBC Park. "
"In Mr. Bush's Neighborhood, a Peculiar Intersection","The relationship between President Bush and Wall Street has always been a tangled one, layered with paradox and outright contradiction."
"3 countries will appeal in eventing","ATHENS France, Britain and the United States issued a joint challenge Thursday to Germany #39;s gold medal in equestrian team three-day eventing. "
"McDonald #39;s testing deli sandwiches in Louisville, other markets","McDonald #39;s Corp. (NYSE: MCD) plans to expand a test market of five types of deli-style sandwiches to Louisville and three other cities, according to reports. "
"Italy's Pennetta Wins Idea Prokom Open (AP)","AP - Italy's Flavia Pennetta won the Idea Prokom Open for her first WTA Tour title, beating Klara Koukalova of the Czech Republic 7-5, 3-6, 6-3 Saturday after French Open champion Anastasia Myskina withdrew before the semifinals because of a rib injury."
"Fish Dumped at Landmark in Pollution Protest (Reuters)","Reuters - Environment activists piled thousands of\dead fish at the foot of Berlin's biggest tourist attraction,\the Brandenburg Gate, Tuesday in a demonstration against\over-fishing and pollution in the North Sea."
"Alcoa to Close Ohio Plant, Cut 140 Jobs","Aluminum producer Alcoa Inc. said Tuesday it is closing its Northwood, Ohio, automotive components factory by year-end to trim excess capacity, which will impact about 140 employees. "
"Utah's Smith Sets Sights on Heisman Award (AP)","AP - So much has changed in Alex Smith's life the past two years, he's still trying to sort through it all."
"Barclays to Buy CIBC Credit Card Unit for \$293 Mln (Update1)","Aug. 18 (Bloomberg) -- Barclays Plc, the UK #39;s third- biggest bank, agreed to buy Juniper Financial Corp. from Canadian Imperial Bank of Commerce for \$293 million in cash to help expand its credit card business in North America. "
"Seiko Epson Develops Micro Flying Robot","Seiko Epson Corp. is developing a flying robot that looks like a miniature helicopter and is about the size of a giant bug. The company hopes it'll prove handy for security, disaster rescue and space exploration."
"Update 14: Google Lowers Its IPO Price Range","In a sign that Google Inc. #39;s initial public offering isn #39;t as popular as expected, the Internet search giant lowered its estimated price range to between \$85 and \$95 per share, down from its earlier prediction of \$108 and \$135 per share. "
"Iraq Oil Exports Unchanged After Basra Attack (Reuters)","Reuters - Iraq's oil exports are still flowing at\one million barrels per day through southern terminals despite\an attack on the South Oil Company headquarters on Thursday, an\oil official at the company said."
"More evidence of Martian water","NASA #39;s Mars rovers have uncovered more tantalizing evidence of a watery past on the Red Planet, scientists said Wednesday. And the rovers, Spirit and Opportunity, are continuing to do their jobs months after they were expected to ..."
"Second Explosion Rocks Texas Gas Facility","MOSS BLUFF, Texas - A second explosion in less than 24 hours rocked a burning underground gas storage facility early Friday, prompting authorities to expand an evacuation zone around the site.    The fire at Duke Energy's Moss Bluff natural gas facility intensified overnight, an official said..."
"Guantanamo Prisoner Goes Before Tribunal (AP)","AP - A U.S. military panel heard the case Wednesday of a Guantanamo Bay prisoner accused of fighting for Afghanistan's ousted Taliban regime, as a U.S. judge ordered the government to release records of alleged prisoner abuse at the American base."
