"Tag","Title","Text"
3,"Talks Between D.C. Hotels, Union Still in Deadlock","Starting Nov. 1, if there is no new contract, unionized workers will have to bear the cost of the increase in their health insurance premiums."
3,"Vodafone Launches 3G Services in Europe","Cell phone giant Vodafone Group PLC, which has spent years struggling to recoup billions spent on 3G licences, finally launched the cutting-edge service Wednesday in much of Europe and introduced or beefed up its operation in a dozen other countries."
2,"Broncos Game Big for Chargers (AP)","AP - It's been a long time since the San Diego Chargers played as big a game as they'll have Sunday, when they host the Denver Broncos."
1,"U.S. Ground, Air Attacks Pound Fallujah","BAGHDAD, Iraq - U.S. troops pounded the insurgent stronghold of Fallujah with airstrikes and tank fire Sunday, and the Iraqi government appealed to residents of the city to expel ""foreign terrorists"" and ""murderers"" to prevent an all-out attack..."
1,"Cuba Releases Five Dissidents","In a bid to thaw icy relations with Europe after last year #39;s crackdown on dissent, Cuban authorities released well-known writer Raul Rivero and four other dissidents as the EU reviews "
1,"Texas Instruments Plans  #36;300M Investment (AP)","AP - U.S.-based chipmaker Texas Instruments Inc. said it will spend about  #36;300 million over the next three years to increase output at its facilities in the northern Philippines."
3,"United Technologies May Acquire Larger Stake in Kidde (Update2)","United Technologies Corp., the maker of Pratt  amp; Whitney jet engines and Otis elevators, said it received clearance under US rules to buy as much as 30 percent of the ordinary shares of Kidde Plc."
3,"Yukos shares rise on bid denials","Yukos shares rose more than 10 on Monday as Russia #39;s leading energy firms said they would not bid for its main west Siberian production subsidiary."
4,"Yahoo Launches Premium Personals Service (Reuters)","Reuters - Yahoo Inc.  late on\Tuesday launched Personals Premier, a premium online dating\service aimed at attracting serious relationship seekers with\deeper pockets."
2,"Miller:  quot;I #39;ma real skier! quot;","His remark, of course, was half in jest, fuelled by the euphoria of a clean sweep of the World Cup season thus far. With Super-G wins in Soelden and Lake Louise, and the Lake Louise downhill as well, Miller #39;s "
4,"Pledge Allegiance to the Penguin","We pledge allegiance to the penguin, and the intellectual property regime for which he stands. One nation, under Linux, with free music and open-source software for all. Welcome to Brazil! By Julian Dibbell from Wired magazine."
1,"Rockets rain, truck bomb found ahead of Afghan vote (AFP)","AFP - Rockets rained on Afghan cities and military posts and a huge truck bomb was seized as the war-weary nation prepared for Saturday's historic presidential elections under the threat of further militant attacks."
1,"IRA Says Disarmament Pictures 'Never Possible' (Reuters)","Reuters - The Irish Republican Army said on\Thursday it would never provide photographic proof of\disarmament as demanded by its Northern Ireland Protestant\opponents."
3,"Dollar Mostly Down After Early Gain"," NEW YORK (Reuters) - The dollar edged lower against most  currencies on Tuesday after a government report showing  increased capital flows into the United States did little to  soothe worries over the country's large external imbalances."
1,"WTO Rules Against EU Protection of Goods (AP)","AP - The European Union said Friday its system of protecting names for regionally produced foods such as Champagne and Parma ham was strengthened by an initial ruling from the World Trade Organization."
4,"Feds probe huge California data breach","The FBI is investigating the penetration of a university research system that housed sensitive personal data on a staggering 1.4m Californians who participated in a state social program, officials said on Tuesday."
1,"Iran says has missile with 2,000 km range","Such a missile would be capable of hitting Israel or parts of southeastern Europe. Iran says its missiles are for purely defensive purposes."
4,"Russia Sets New Date for Launch to Space Station (Reuters)","Reuters - Russia hopes to launch three astronauts\to the International Space Station next month, setting a new\date after two postponements for technical reasons, space\officials said on Wednesday. Technical difficulties, including\problems with the docking system of the Soyuz craft, have twice\delayed blast-off from Russia's Baikonur cosmodrome in\Kazakhstan."
4,"Reiko Waves On Ridge Racers","November 05, 2004 - She #39;s been the gal whose smile has lit up the lives of PlayStation gamers several times in the past, and Reiko Nagase is going to make the PlayStation Portable sizzle when she makes her long-awaited return with the handheld edition #39;s "
2,"Milan cause Celtic late heartbreak","Andriy Shevchenko had put Milan ahead after just eight minutes and they dominated the first half of the match. But Celtic had several fine chances in the second half before Stanislav Varga equalised with a powerful header on 74 minutes."
3,"Stocks Rise After Fed Hikes Rates"," NEW YORK (Reuters) -  U.S. stocks extended their gains  slightly before stabilizing on Tuesday, after the Federal  Reserve hiked interest rates by an expected quarter-point,  while technology stocks were sparked by a report that Veritas  Software Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=VRTS.O target=/stocks/quickinfo/fullquote""&gt;VRTS.O&lt;/A&gt; would be taken over."
1,"Female Suicide Bomber Strikes Jerusalem Neighborhood","A female suicide bomber blew herself up in a Jerusalem neighborhood where hitchhikers gather, killing at least two and injuring more than a dozen others."
1,"Brazil Says Gets UN Go-Ahead for Uranium Enrichment","&lt;p&gt;&lt;/p&gt;&lt;p&gt; RIO DE JANEIRO, Brazil (Reuters) - Brazil's uraniumenrichment plant in Resende will start working before the endof the year after getting a go-ahead from the United Nations'nuclear watchdog, the country's Science and Technology Ministersaid on Wednesday.&lt;/p&gt;"
4,"Phishing Scams Continue to Grow (PC World)","PC World - After a drop off earlier this fall, more fraudulent Web sites are popping up."
2,"Couples wins Skins Game with \$640,000","Fred Couples continued his amazing run in the Skins Game, prevailing in four playoff holes against Woods to get the final three skins and \$340,000, and win his record fifth Skins Game with a total of \$640,000."
4,"SGI warns: lower revenue, deeper loss","The high-end computer maker says revenue for the first quarter of fiscal 2005 will be lower than previously projected."
1,"Some Weapons at Russia School Were Stolen","MOSCOW Sept. 16, 2004 - Some of the weapons used by militants in the deadly Russian school siege were pilfered from police posts in armed raids allegedly led by one of Chechnya #39;s most notorious warlords, Russia #39;s "
1,"Ukraine Opposition Leader Defiant After Poisoning"," KIEV (Reuters) - Ukrainian presidential hopeful Viktor  Yushchenko returned to campaigning Saturday in a defiant mood  after recovering from what his supporters said was an attempt  by authorities to poison him."
2,"Saturday qualifying at Japanese GP postponed due to typhoon","Qualifying for the Japanese Grand Prix scheduled for Saturday was postponed Friday because a typhoon was approaching the area. Race organizers and Formula One moved pre-qualifying and "
4,"Job Cuts in Tech Sector Soar, Report Finds","The U.S. technology sector suffered another round of widespread layoffs during the third quarter, with computer firms slashing jobs most aggressively, a report said on Monday. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-Reuters&lt;/B&gt;&lt;/FONT&gt;"
1,"Congress Urged to Fix Terror Oversight (AP)","AP - Successful in pushing for restructuring of the nation's intelligence network, Sept. 11 families and investigators began pressing lawmakers on Monday to change the way Congress oversees the fight against terrorism."
3,"FCC OK's wireless Net access on flights","Domestic air travelers could be surfing the Web by 2006 with government-approved technology that allows people access to high-speed Internet connections while they fly."
4,"NASA #39;s Scramjet Could Reach Mach 10","NASA plans to break the aircraft speed record for the second time in 7 1/2 months next week, by flying its X43a scramjet 110,000 feet above the Pacific Ocean at speeds close to Mach 10."
